Tweet_ID,Tanggal,Tahun,Bulan,Nama_Bulan,Platform,Provinsi_User,Teks,Sentimen,Likes,Retweet_Share,Replies,Hashtags,Verified_Account,Follower_Category
TW-002441,2025-01-01,2025,1,January,Facebook,Jawa Barat,Proses verifikasi penerima MBG berapa lama? #GiziAnak #GiziGratis #MakanBergiziGratis,Netral,244,15,2,#GiziAnak #GiziGratis #MakanBergiziGratis,False,Micro (<1k)
TW-002442,2024-07-01,2024,7,July,Twitter/X,DKI Jakarta,Transparansi anggaran MBG perlu diawasi lebih ketat #IndonesiaSehat,Negatif,28,4,6,#IndonesiaSehat,False,Micro (<1k)
TW-002443,2025-05-01,2025,5,May,Instagram,DKI Jakarta,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #BalitaSehat,Positif,60,64,3,#BalitaSehat,False,Small (1k-10k)
TW-002444,2025-02-01,2025,2,February,Facebook,Nusa Tenggara Timur,Belum semua desa terjangkau program MBG #GiziAnak #ProgramPemerintah,Negatif,10,1,2,#GiziAnak #ProgramPemerintah,False,Large (>100k)
TW-002445,2024-08-01,2024,8,August,Instagram,Jawa Barat,Program MBG sudah mulai di provinsi saya bulan ini #AnakIndonesia #MakanBergiziGratis #ProgramPemerintah,Netral,14,3,1,#AnakIndonesia #MakanBergiziGratis #ProgramPemerintah,False,Small (1k-10k)
TW-002446,2024-07-01,2024,7,July,Twitter/X,Sumatera Selatan,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #AntiStunting #MakanBergiziGratis #MBG,Negatif,78,5,1,#AntiStunting #MakanBergiziGratis #MBG,False,Micro (<1k)
TW-002447,2024-12-01,2024,12,December,Facebook,Kalimantan Timur,Kapan program MBG mulai menjangkau kabupaten kami? #IndonesiaSehat,Netral,38,2,10,#IndonesiaSehat,False,Micro (<1k)
TW-002448,2024-11-01,2024,11,November,Twitter/X,Jawa Timur,Transparansi anggaran MBG perlu diawasi lebih ketat #IndonesiaSehat #AnakIndonesia,Negatif,11,8,18,#IndonesiaSehat #AnakIndonesia,True,Micro (<1k)
TW-002449,2024-06-01,2024,6,June,Instagram,Nusa Tenggara Timur,Anak stunting berkurang berkat program gizi gratis ini #ProgramGizi #MBG #BalitaSehat,Positif,27,0,0,#ProgramGizi #MBG #BalitaSehat,False,Medium (10k-100k)
TW-002450,2024-11-01,2024,11,November,Twitter/X,Jawa Barat,Anak stunting berkurang berkat program gizi gratis ini #AnakIndonesia #BalitaSehat,Positif,78,0,1,#AnakIndonesia #BalitaSehat,False,Micro (<1k)
TW-002451,2024-10-01,2024,10,October,Instagram,Nusa Tenggara Barat,Terima kasih pemerintah atas program makan bergizi gratis #MakanBergiziGratis #MBG #IndonesiaSehat,Positif,63,5,1,#MakanBergiziGratis #MBG #IndonesiaSehat,False,Micro (<1k)
TW-002452,2024-09-01,2024,9,September,Instagram,Sulawesi Tengah,Program MBG sudah mulai di provinsi saya bulan ini #IndonesiaSehat #MBG #AntiStunting,Netral,55,23,0,#IndonesiaSehat #MBG #AntiStunting,True,Small (1k-10k)
TW-002453,2025-06-01,2025,6,June,Twitter/X,Jawa Barat,"Salut dengan program MBG, distribusi di desa kami sudah lancar #MakanBergiziGratis",Positif,42,0,24,#MakanBergiziGratis,False,Micro (<1k)
TW-002454,2024-01-01,2024,1,January,Facebook,Sulawesi Selatan,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #IndonesiaSehat,Positif,123,33,3,#IndonesiaSehat,False,Large (>100k)
TW-002455,2025-05-01,2025,5,May,Twitter/X,Sulawesi Selatan,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #AntiStunting,Netral,72,5,5,#AntiStunting,False,Medium (10k-100k)
TW-002456,2025-04-01,2025,4,April,Twitter/X,Sulawesi Tengah,Kapan program MBG mulai menjangkau kabupaten kami? #ProgramGizi,Netral,37,1,1,#ProgramGizi,False,Micro (<1k)
TW-002457,2024-02-01,2024,2,February,YouTube,Nusa Tenggara Timur,Transparansi anggaran MBG perlu diawasi lebih ketat #AntiStunting #ProgramGizi #GiziGratis,Negatif,10,48,12,#AntiStunting #ProgramGizi #GiziGratis,False,Large (>100k)
TW-002458,2024-07-01,2024,7,July,Twitter/X,Jawa Tengah,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AnakIndonesia #MakanBergiziGratis,Positif,10,26,0,#AnakIndonesia #MakanBergiziGratis,False,Micro (<1k)
TW-002459,2024-01-01,2024,1,January,Twitter/X,Lampung,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MakanBergiziGratis #GiziAnak #BalitaSehat",Positif,60,119,5,#MakanBergiziGratis #GiziAnak #BalitaSehat,False,Medium (10k-100k)
TW-002460,2024-06-01,2024,6,June,Instagram,Aceh,Program MBG sudah mulai di provinsi saya bulan ini #GiziGratis,Netral,34,29,1,#GiziGratis,False,Micro (<1k)
TW-002461,2024-01-01,2024,1,January,YouTube,Sulawesi Tengah,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramGizi #IndonesiaSehat,Netral,52,5,2,#ProgramGizi #IndonesiaSehat,False,Micro (<1k)
TW-002462,2024-05-01,2024,5,May,Facebook,Jawa Timur,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziAnak #IndonesiaSehat #ProgramGizi,Netral,27,22,10,#GiziAnak #IndonesiaSehat #ProgramGizi,False,Micro (<1k)
TW-002463,2024-10-01,2024,10,October,Twitter/X,Jawa Barat,Kapan program MBG mulai menjangkau kabupaten kami? #IndonesiaSehat,Netral,96,7,7,#IndonesiaSehat,False,Small (1k-10k)
TW-002464,2024-06-01,2024,6,June,Facebook,Aceh,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #BalitaSehat #IndonesiaSehat #ProgramGizi,Positif,11,0,6,#BalitaSehat #IndonesiaSehat #ProgramGizi,False,Medium (10k-100k)
TW-002465,2024-11-01,2024,11,November,Facebook,Aceh,"Program MBG sangat inovatif, semoga terus berlanjut #MBG #ProgramGizi #IndonesiaSehat",Positif,9,15,5,#MBG #ProgramGizi #IndonesiaSehat,False,Small (1k-10k)
TW-002466,2025-03-01,2025,3,March,Instagram,Lampung,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #ProgramPemerintah #GiziGratis #BalitaSehat",Negatif,2,7,2,#ProgramPemerintah #GiziGratis #BalitaSehat,False,Micro (<1k)
TW-002467,2024-02-01,2024,2,February,Facebook,Sulawesi Tengah,Proses verifikasi penerima MBG berapa lama? #GiziGratis #MakanBergiziGratis,Netral,81,8,6,#GiziGratis #MakanBergiziGratis,False,Small (1k-10k)
TW-002468,2024-05-01,2024,5,May,Twitter/X,Nusa Tenggara Barat,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #GiziAnak #BalitaSehat",Positif,9,13,3,#GiziAnak #BalitaSehat,False,Micro (<1k)
TW-002469,2024-03-01,2024,3,March,Facebook,Jawa Timur,Proses verifikasi penerima MBG berapa lama? #MakanBergiziGratis #GiziAnak #AntiStunting,Netral,28,60,0,#MakanBergiziGratis #GiziAnak #AntiStunting,False,Small (1k-10k)
TW-002470,2024-07-01,2024,7,July,Instagram,Sumatera Utara,Program MBG sudah mulai di provinsi saya bulan ini #GiziGratis,Netral,116,0,3,#GiziGratis,False,Medium (10k-100k)
TW-002471,2024-03-01,2024,3,March,TikTok,Kalimantan Barat,Kapan program MBG mulai menjangkau kabupaten kami? #IndonesiaSehat #MakanBergiziGratis #MBG,Netral,71,0,10,#IndonesiaSehat #MakanBergiziGratis #MBG,False,Micro (<1k)
TW-002472,2024-07-01,2024,7,July,Instagram,Papua,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #BalitaSehat #AnakIndonesia,Netral,65,2,3,#BalitaSehat #AnakIndonesia,False,Medium (10k-100k)
TW-002473,2024-04-01,2024,4,April,Facebook,DKI Jakarta,Transparansi anggaran MBG perlu diawasi lebih ketat #GiziGratis #MakanBergiziGratis #IndonesiaSehat,Negatif,52,18,6,#GiziGratis #MakanBergiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-002474,2024-09-01,2024,9,September,Instagram,Kalimantan Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramGizi #MakanBergiziGratis",Positif,18,0,1,#ProgramGizi #MakanBergiziGratis,False,Medium (10k-100k)
TW-002475,2025-03-01,2025,3,March,Instagram,Nusa Tenggara Barat,Belum semua desa terjangkau program MBG #GiziAnak,Negatif,10,28,11,#GiziAnak,False,Medium (10k-100k)
TW-002476,2025-05-01,2025,5,May,Twitter/X,Kalimantan Barat,Proses verifikasi penerima MBG berapa lama? #GiziGratis #ProgramGizi #AnakIndonesia,Netral,59,7,9,#GiziGratis #ProgramGizi #AnakIndonesia,True,Micro (<1k)
TW-002477,2024-02-01,2024,2,February,Instagram,Kalimantan Timur,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #GiziAnak",Positif,129,9,9,#GiziAnak,True,Small (1k-10k)
TW-002478,2024-08-01,2024,8,August,Instagram,Sumatera Utara,Ada yang tahu syarat penerima manfaat MBG untuk balita? #ProgramGizi #AnakIndonesia,Netral,31,24,0,#ProgramGizi #AnakIndonesia,False,Micro (<1k)
TW-002479,2024-02-01,2024,2,February,Facebook,Aceh,"Salut dengan program MBG, distribusi di desa kami sudah lancar #MBG #GiziGratis #IndonesiaSehat",Positif,132,7,7,#MBG #GiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-002480,2025-03-01,2025,3,March,Instagram,DKI Jakarta,Ada yang tahu syarat penerima manfaat MBG untuk balita? #GiziAnak #AnakIndonesia,Netral,36,39,8,#GiziAnak #AnakIndonesia,False,Micro (<1k)
TW-002481,2025-03-01,2025,3,March,Facebook,Jawa Tengah,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #ProgramGizi,Positif,12,25,9,#ProgramGizi,True,Small (1k-10k)
TW-002482,2024-07-01,2024,7,July,Twitter/X,Aceh,"Program MBG sangat inovatif, semoga terus berlanjut #MakanBergiziGratis #GiziAnak #BalitaSehat",Positif,1,8,10,#MakanBergiziGratis #GiziAnak #BalitaSehat,False,Small (1k-10k)
TW-002483,2024-05-01,2024,5,May,TikTok,Bali,Informasi jadwal distribusi MBG di kecamatan? #BalitaSehat #IndonesiaSehat,Netral,54,31,13,#BalitaSehat #IndonesiaSehat,False,Small (1k-10k)
TW-002484,2024-01-01,2024,1,January,Twitter/X,Lampung,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #MakanBergiziGratis #ProgramPemerintah,Positif,149,17,2,#MakanBergiziGratis #ProgramPemerintah,False,Micro (<1k)
TW-002485,2025-01-01,2025,1,January,Facebook,Riau,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat #AnakIndonesia #BalitaSehat,Positif,22,5,1,#IndonesiaSehat #AnakIndonesia #BalitaSehat,False,Medium (10k-100k)
TW-002486,2024-10-01,2024,10,October,Twitter/X,Sumatera Utara,Program MBG sudah mulai di provinsi saya bulan ini #ProgramPemerintah #GiziGratis,Netral,3,12,3,#ProgramPemerintah #GiziGratis,False,Medium (10k-100k)
TW-002487,2024-01-01,2024,1,January,Facebook,Jawa Barat,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramGizi #BalitaSehat #MakanBergiziGratis",Positif,9,19,3,#ProgramGizi #BalitaSehat #MakanBergiziGratis,False,Micro (<1k)
TW-002488,2024-09-01,2024,9,September,Twitter/X,Bali,Transparansi anggaran MBG perlu diawasi lebih ketat #ProgramPemerintah #GiziGratis,Negatif,32,2,14,#ProgramPemerintah #GiziGratis,False,Medium (10k-100k)
TW-002489,2024-12-01,2024,12,December,TikTok,Papua,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramPemerintah #MBG #GiziGratis",Positif,37,5,5,#ProgramPemerintah #MBG #GiziGratis,True,Micro (<1k)
TW-002490,2024-05-01,2024,5,May,Twitter/X,Riau,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #AnakIndonesia #GiziGratis",Positif,23,16,29,#AnakIndonesia #GiziGratis,False,Small (1k-10k)
TW-002491,2024-03-01,2024,3,March,TikTok,Lampung,Transparansi anggaran MBG perlu diawasi lebih ketat #AntiStunting #IndonesiaSehat #MBG,Negatif,12,19,0,#AntiStunting #IndonesiaSehat #MBG,False,Micro (<1k)
TW-002492,2025-06-01,2025,6,June,Twitter/X,Nusa Tenggara Barat,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #MBG #GiziAnak,Negatif,116,6,13,#MBG #GiziAnak,False,Micro (<1k)
TW-002493,2024-02-01,2024,2,February,Twitter/X,Kalimantan Timur,Update terbaru pelaksanaan program MBG di Jawa Barat #IndonesiaSehat #AntiStunting #ProgramPemerintah,Netral,0,15,13,#IndonesiaSehat #AntiStunting #ProgramPemerintah,True,Medium (10k-100k)
TW-002494,2024-06-01,2024,6,June,Twitter/X,Riau,Anak stunting berkurang berkat program gizi gratis ini #ProgramGizi #MBG #AntiStunting,Positif,12,7,17,#ProgramGizi #MBG #AntiStunting,False,Micro (<1k)
TW-002495,2025-01-01,2025,1,January,Instagram,Lampung,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziAnak,Netral,72,14,10,#GiziAnak,False,Small (1k-10k)
TW-002496,2024-05-01,2024,5,May,Twitter/X,Nusa Tenggara Timur,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #ProgramPemerintah,Positif,57,9,1,#ProgramPemerintah,False,Micro (<1k)
TW-002497,2025-04-01,2025,4,April,Instagram,Nusa Tenggara Timur,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #GiziGratis",Positif,172,7,2,#GiziGratis,False,Small (1k-10k)
TW-002498,2025-04-01,2025,4,April,Facebook,Jawa Timur,Birokrasi pendaftaran MBG terlalu rumit untuk masyarakat awam #AntiStunting #GiziGratis,Negatif,67,1,1,#AntiStunting #GiziGratis,False,Small (1k-10k)
TW-002499,2024-08-01,2024,8,August,Instagram,Papua,Anak stunting berkurang berkat program gizi gratis ini #ProgramPemerintah,Positif,41,9,1,#ProgramPemerintah,False,Micro (<1k)
TW-002500,2024-06-01,2024,6,June,Facebook,Nusa Tenggara Barat,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramPemerintah",Positif,20,22,1,#ProgramPemerintah,False,Micro (<1k)
TW-002501,2025-04-01,2025,4,April,Twitter/X,Papua,Terima kasih pemerintah atas program makan bergizi gratis #AntiStunting #ProgramGizi #GiziAnak,Positif,6,8,7,#AntiStunting #ProgramGizi #GiziAnak,False,Medium (10k-100k)
TW-002502,2024-07-01,2024,7,July,Instagram,Nusa Tenggara Barat,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #IndonesiaSehat",Positif,12,19,1,#IndonesiaSehat,False,Micro (<1k)
TW-002503,2025-01-01,2025,1,January,Twitter/X,Sulawesi Tengah,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #MakanBergiziGratis",Positif,9,28,1,#MakanBergiziGratis,False,Medium (10k-100k)
TW-002504,2024-09-01,2024,9,September,Twitter/X,Aceh,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #IndonesiaSehat",Positif,0,23,3,#IndonesiaSehat,False,Micro (<1k)
TW-002505,2025-06-01,2025,6,June,Facebook,Papua,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #MakanBergiziGratis",Negatif,4,2,10,#MakanBergiziGratis,False,Micro (<1k)
TW-002506,2025-06-01,2025,6,June,TikTok,Sumatera Selatan,Program MBG bagus tapi implementasi masih banyak masalah #ProgramGizi,Negatif,4,27,1,#ProgramGizi,False,Micro (<1k)
TW-002507,2024-11-01,2024,11,November,Twitter/X,Riau,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #GiziGratis #BalitaSehat,Negatif,18,25,36,#GiziGratis #BalitaSehat,False,Micro (<1k)
TW-002508,2024-12-01,2024,12,December,Instagram,Aceh,"Kualitas makanan MBG perlu ditingkatkan, tidak selalu bergizi #BalitaSehat #MakanBergiziGratis #ProgramPemerintah",Negatif,12,6,13,#BalitaSehat #MakanBergiziGratis #ProgramPemerintah,False,Micro (<1k)
TW-002509,2024-07-01,2024,7,July,TikTok,Bali,Informasi jadwal distribusi MBG di kecamatan? #ProgramGizi #BalitaSehat #GiziGratis,Netral,21,5,2,#ProgramGizi #BalitaSehat #GiziGratis,False,Micro (<1k)
TW-002510,2024-07-01,2024,7,July,Twitter/X,Jawa Barat,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #GiziAnak #MakanBergiziGratis #IndonesiaSehat",Netral,59,3,11,#GiziAnak #MakanBergiziGratis #IndonesiaSehat,False,Micro (<1k)
TW-002511,2024-11-01,2024,11,November,Facebook,Jawa Timur,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat #AntiStunting #MBG,Positif,57,15,3,#IndonesiaSehat #AntiStunting #MBG,False,Medium (10k-100k)
TW-002512,2024-09-01,2024,9,September,Facebook,Papua,Update terbaru pelaksanaan program MBG di Jawa Barat #ProgramGizi #MakanBergiziGratis #AnakIndonesia,Netral,14,4,3,#ProgramGizi #MakanBergiziGratis #AnakIndonesia,True,Small (1k-10k)
TW-002513,2024-07-01,2024,7,July,Instagram,Sulawesi Selatan,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #AnakIndonesia,Positif,46,54,39,#AnakIndonesia,False,Micro (<1k)
TW-002514,2024-03-01,2024,3,March,Facebook,Jawa Barat,Anggaran MBG 2025 berapa ya? Ada yang tahu? #GiziGratis,Netral,46,11,1,#GiziGratis,False,Micro (<1k)
TW-002515,2024-05-01,2024,5,May,YouTube,Lampung,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #IndonesiaSehat,Positif,6,11,0,#IndonesiaSehat,False,Micro (<1k)
TW-002516,2025-01-01,2025,1,January,TikTok,Sumatera Selatan,"Jangan hanya proyek, harus ada dampak nyata pengurangan stunting #ProgramGizi",Negatif,84,0,6,#ProgramGizi,True,Micro (<1k)
TW-002517,2024-08-01,2024,8,August,YouTube,DKI Jakarta,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #AntiStunting,Positif,41,20,1,#AntiStunting,False,Small (1k-10k)
TW-002518,2024-03-01,2024,3,March,TikTok,Nusa Tenggara Barat,Program MBG sangat membantu keluarga kami! Anak-anak lebih sehat 🙏 #ProgramPemerintah,Positif,51,15,3,#ProgramPemerintah,False,Medium (10k-100k)
TW-002519,2024-10-01,2024,10,October,TikTok,Aceh,MBG berdampak positif bagi masyarakat kurang mampu di daerah kami #GiziAnak,Positif,103,3,32,#GiziAnak,False,Large (>100k)
TW-002520,2025-04-01,2025,4,April,Twitter/X,Bali,"Posyandu kami ramai berkat MBG, ibu-ibu antusias hadir #ProgramPemerintah",Positif,1,20,0,#ProgramPemerintah,False,Small (1k-10k)
TW-002521,2025-04-01,2025,4,April,Facebook,Bali,Ada yang tahu syarat penerima manfaat MBG untuk balita? #BalitaSehat #AntiStunting #GiziGratis,Netral,39,2,18,#BalitaSehat #AntiStunting #GiziGratis,False,Micro (<1k)
TW-002522,2024-06-01,2024,6,June,Twitter/X,Lampung,Ada indikasi penyelewengan distribusi MBG di beberapa daerah #MBG #AnakIndonesia,Negatif,8,9,1,#MBG #AnakIndonesia,False,Micro (<1k)
TW-002523,2025-05-01,2025,5,May,Instagram,Papua,Anggaran MBG 2025 berapa ya? Ada yang tahu? #AnakIndonesia #MakanBergiziGratis #IndonesiaSehat,Netral,208,7,0,#AnakIndonesia #MakanBergiziGratis #IndonesiaSehat,False,Medium (10k-100k)
TW-002524,2024-06-01,2024,6,June,YouTube,Nusa Tenggara Timur,Bagaimana mekanisme pendaftaran MBG untuk wilayah terpencil? #BalitaSehat #ProgramGizi,Netral,39,20,2,#BalitaSehat #ProgramGizi,False,Small (1k-10k)
TW-002525,2025-01-01,2025,1,January,Instagram,Jawa Barat,"Salut dengan program MBG, distribusi di desa kami sudah lancar #AntiStunting #GiziGratis",Positif,0,11,8,#AntiStunting #GiziGratis,False,Small (1k-10k)
TW-002526,2024-07-01,2024,7,July,Instagram,Sumatera Selatan,Kapan program MBG mulai menjangkau kabupaten kami? #ProgramPemerintah,Netral,9,13,1,#ProgramPemerintah,False,Micro (<1k)
TW-002527,2024-03-01,2024,3,March,Instagram,Sumatera Selatan,Program MBG sudah mulai di provinsi saya bulan ini #MBG #ProgramPemerintah #GiziGratis,Netral,132,0,3,#MBG #ProgramPemerintah #GiziGratis,False,Small (1k-10k)
TW-002528,2024-06-01,2024,6,June,Instagram,Sulawesi Selatan,MBG adalah program pro-rakyat yang benar-benar dirasakan manfaatnya 💪 #ProgramPemerintah,Positif,17,10,8,#ProgramPemerintah,False,Small (1k-10k)
TW-002529,2024-10-01,2024,10,October,Instagram,Aceh,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #MBG #MakanBergiziGratis #AntiStunting",Positif,27,0,7,#MBG #MakanBergiziGratis #AntiStunting,False,Micro (<1k)
TW-002530,2024-08-01,2024,8,August,Instagram,Sulawesi Tengah,"Program MBG sangat inovatif, semoga terus berlanjut #IndonesiaSehat",Positif,277,18,4,#IndonesiaSehat,False,Micro (<1k)
TW-002531,2025-02-01,2025,2,February,Facebook,Bali,Informasi jadwal distribusi MBG di kecamatan? #ProgramPemerintah,Netral,6,3,6,#ProgramPemerintah,False,Micro (<1k)
TW-002532,2024-07-01,2024,7,July,Instagram,Jawa Timur,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #IndonesiaSehat",Netral,3,13,9,#IndonesiaSehat,False,Micro (<1k)
TW-002533,2024-08-01,2024,8,August,TikTok,Sulawesi Selatan,Ada yang tahu syarat penerima manfaat MBG untuk balita? #IndonesiaSehat #BalitaSehat #AntiStunting,Netral,4,6,3,#IndonesiaSehat #BalitaSehat #AntiStunting,False,Micro (<1k)
TW-002534,2024-11-01,2024,11,November,Twitter/X,DKI Jakarta,"Gizi anak meningkat sejak ada MBG, anak lebih fokus belajar #ProgramPemerintah",Positif,85,4,6,#ProgramPemerintah,False,Micro (<1k)
TW-002535,2024-02-01,2024,2,February,Twitter/X,Papua,Apa saja jenis makanan yang diberikan dalam program MBG? #GiziGratis,Netral,25,17,14,#GiziGratis,False,Micro (<1k)
TW-002536,2024-09-01,2024,9,September,Facebook,Papua,Distribusi MBG di daerah kami sering terlambat dan tidak merata 😤 #GiziGratis #GiziAnak,Negatif,51,12,4,#GiziGratis #GiziAnak,False,Micro (<1k)
TW-002537,2024-07-01,2024,7,July,Instagram,Riau,Kenapa program MBG belum sampai ke wilayah terpencil kami? #MBG,Negatif,30,2,19,#MBG,False,Small (1k-10k)
TW-002538,2025-06-01,2025,6,June,Facebook,DKI Jakarta,Transparansi anggaran MBG perlu diawasi lebih ketat #GiziGratis #BalitaSehat #AnakIndonesia,Negatif,27,17,0,#GiziGratis #BalitaSehat #AnakIndonesia,False,Medium (10k-100k)
TW-002539,2024-06-01,2024,6,June,Instagram,Jawa Tengah,"MBG baru diluncurkan di daerah kami, masih menunggu perkembangan #MBG #ProgramPemerintah #BalitaSehat",Netral,63,0,0,#MBG #ProgramPemerintah #BalitaSehat,False,Micro (<1k)
TW-002540,2024-02-01,2024,2,February,Twitter/X,Sumatera Selatan,Terima kasih pemerintah atas program makan bergizi gratis #AnakIndonesia #BalitaSehat,Positif,39,2,8,#AnakIndonesia #BalitaSehat,False,Medium (10k-100k)
TW-002541,2025-06-01,2025,6,June,Twitter/X,Nusa Tenggara Timur,"Mantap! Program MBG nyata hasilnya, berat badan balita naik #ProgramPemerintah #MBG",Positif,13,51,13,#ProgramPemerintah #MBG,False,Micro (<1k)
TW-002542,2025-01-01,2025,1,January,Instagram,Kalimantan Timur,Ada yang tahu syarat penerima manfaat MBG untuk balita? #AnakIndonesia #GiziGratis,Netral,80,7,0,#AnakIndonesia #GiziGratis,False,Small (1k-10k)
